# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5
#           Crank      Total_Cells          Region1          Region0          Region2
#           (DEG)           (none)           (none)           (none)           (none)
#
    7.1721090e+02           128523            46018            44405            38100
    7.1732458e+02           128501            46017            44386            38098
    7.1740039e+02           128504            46025            44374            38105
    7.1751417e+02           128479            46021            44354            38104
    7.1762800e+02           128474            46026            44347            38101
    7.1770392e+02           128462            46027            44331            38104
    7.1781784e+02           128439            46027            44317            38095
    7.1793181e+02           128374            46024            44249            38101
    7.1800782e+02           128416            46019            44300            38097
    7.1812187e+02           128403            46019            44284            38100
    7.1823596e+02           128399            46024            44276            38099
    7.1831204e+02           128394            46024            44271            38099
    7.1842619e+02           128387            46024            44264            38099
    7.1850231e+02           128377            46021            44255            38101
    7.1861652e+02           128370            46022            44247            38101
    7.1873077e+02           128358            46024            44235            38099
    7.1880695e+02           128352            46023            44228            38101
    7.1892124e+02           128344            46028            44214            38102
    7.1903556e+02           128334            46023            44207            38104
    7.1911180e+02           128324            46022            44204            38098
    7.1922617e+02           128318            46022            44196            38100
    7.1930244e+02           128312            46017            44193            38102
    7.1941686e+02           128311            46024            44188            38099
    7.1953130e+02           128303            46022            44185            38096
    7.1960762e+02           128302            46021            44184            38097
    7.1972211e+02           128298            46023            44178            38097
    7.1983662e+02           128236            46024            44115            38097
    7.1991298e+02           128295            46023            44172            38100
    7.2002754e+02           128295            46022            44172            38101
    7.2010349e+02           128292            46023            44172            38097
    7.2020247e+02           132636            46029            48506            38101
    7.2030052e+02           203243            46024           119118            38101
    7.2040116e+02           523806            46281           439266            38259
    7.2050098e+02           750337            46926           664477            38934
    7.2060034e+02          1084113            47595           996754            39764
    7.2070221e+02           941158            48059           853240            39859
    7.2080145e+02           886592            48036           798710            39846
    7.2090250e+02           894554            48048           806651            39855
    7.2100008e+02           901675            48057           813767            39851
    7.2110846e+02           868319            48032           780424            39863
    7.2120351e+02           874950            48045           787040            39865
    7.2131241e+02           886492            48051           798581            39860
    7.2140578e+02           874100            48036           786253            39811
    7.2150692e+02           885447            48058           797516            39873
    7.2160103e+02           893540            48053           805632            39855
    7.2170716e+02           901725            48054           813821            39850
    7.2180656e+02           888029            47929           800392            39708
    7.2192101e+02           899117            48048           811217            39852
    7.2200405e+02           908662            48052           820757            39853
    7.2211272e+02           919960            48064           832034            39862
    7.2220388e+02           927835            48059           839922            39854
    7.2230604e+02           917901            48052           829990            39859
    7.2240665e+02           927267            48055           839360            39852
    7.2250894e+02           935381            48063           847464            39854
    7.2260763e+02           931809            48053           843897            39859
    7.2272159e+02           941269            48061           853363            39845
    7.2281205e+02           947701            48065           859789            39847
    7.2292006e+02           956019            48070           868102            39847
    7.2301079e+02           964148            48048           876227            39873
    7.2310155e+02           948658            48069           860731            39858
    7.2321452e+02           953816            48060           865896            39860
    7.2330414e+02           957872            48063           869946            39863
    7.2341614e+02           964185            48073           876261            39851
    7.2350048e+02           969891            48068           881966            39857
    7.2360211e+02           962790            48022           874958            39810
    7.2371255e+02           971882            48056           883962            39864
    7.2380086e+02           977357            48059           889446            39852
    7.2391136e+02           982053            48056           894141            39856
    7.2401985e+02           988570            48064           900655            39851
    7.2410106e+02           995149            48057           907242            39850
    7.2421656e+02           999145            48059           911224            39862
    7.2430862e+02          1010052            48055           922129            39868
    7.2441724e+02          1019245            48057           931335            39853
    7.2450781e+02          1024526            48061           936590            39875
    7.2461601e+02          1019076            48032           931200            39844
    7.2470534e+02          1023944            48051           936021            39872
    7.2481430e+02          1045201            48051           957280            39870
    7.2491478e+02          1055488            48052           967572            39864
    7.2500334e+02          1064339            48059           976410            39870
    7.2511468e+02          1058902            48043           971002            39857
    7.2520402e+02          1064127            48055           976205            39867
    7.2531227e+02          1071278            48051           983353            39874
    7.2541309e+02          1079560            48052           991634            39874
    7.2550782e+02          1088196            48054          1000270            39872
    7.2561531e+02          1081096            48044           993198            39854
    7.2570109e+02          1088170            48065          1000232            39873
    7.2580096e+02          1093055            48042          1005140            39873
    7.2591570e+02          1099540            48059          1011618            39863
    7.2601445e+02          1095603            48010          1007758            39835
    7.2611543e+02          1104864            48068          1016924            39872
    7.2620309e+02          1114374            48060          1026435            39879
    7.2631608e+02          1125151            48057          1037218            39876
    7.2641569e+02          1133230            48050          1045311            39869
    7.2651126e+02          1122621            48051          1034695            39875
    7.2660223e+02          1128781            48064          1040842            39875
    7.2670659e+02          1136383            48051          1048463            39869
    7.2680671e+02          1145716            48050          1057801            39865
    7.2690269e+02          1138878            48019          1051020            39839
    7.2701108e+02          1146724            48061          1058791            39872
    7.2710221e+02          1152190            48060          1064270            39860
    7.2720804e+02          1158938            48047          1071028            39863
    7.2731460e+02          1156299            48046          1068390            39863
    7.2740702e+02          1164966            48072          1077022            39872
    7.2750076e+02          1185289            48057          1097357            39875
    7.2761197e+02          1195357            48052          1107437            39868
    7.2770856e+02          1185738            48062          1097816            39860
    7.2780566e+02          1192404            48060          1104475            39869
    7.2790279e+02          1199228            48056          1111309            39863
    7.2801589e+02          1207477            48060          1119546            39871
    7.2811266e+02          1202396            48058          1114473            39865
    7.2820957e+02          1210346            48055          1122426            39865
    7.2830711e+02          1216951            48066          1129029            39856
    7.2840600e+02          1224101            48053          1136183            39865
    7.2850744e+02          1217984            48046          1130082            39856
    7.2861231e+02          1228217            48060          1140312            39845
    7.2870269e+02          1236971            48052          1149061            39858
    7.2881468e+02          1247495            48062          1159580            39853
    7.2891058e+02          1254765            48061          1166839            39865
    7.2900811e+02          1239175            48054          1151252            39869
    7.2910658e+02          1245927            48057          1158015            39855
    7.2920561e+02          1252785            48045          1164886            39854
    7.2930524e+02          1261338            48048          1173435            39855
    7.2940550e+02          1281916            48055          1194002            39859
    7.2950619e+02          1268551            48072          1180618            39861
    7.2960798e+02          1276255            48065          1188331            39859
    7.2971180e+02          1284346            48045          1196433            39868
    7.2981858e+02          1292974            48067          1205055            39852
    7.2990661e+02          1300664            48051          1212766            39847
    7.3001989e+02          1287015            48063          1199085            39867
    7.3011129e+02          1295292            48054          1207373            39865
    7.3020273e+02          1303725            48047          1215819            39859
    7.3031732e+02          1313921            48050          1226012            39859
    7.3040936e+02          1320835            48053          1232930            39852
    7.3050178e+02          1327482            48066          1239550            39866
    7.3061775e+02          1306871            48066          1218937            39868
    7.3071075e+02          1314740            48062          1226801            39877
    7.3080382e+02          1322318            48068          1234389            39861
    7.3092006e+02          1331320            48059          1243399            39862
    7.3101283e+02          1350956            48061          1263041            39854
    7.3110536e+02          1328464            47929          1240807            39728
    7.3122074e+02          1338649            48044          1250741            39864
    7.3131286e+02          1347309            48055          1259390            39864
    7.3140497e+02          1355311            48062          1267399            39850
    7.3152026e+02          1364488            48062          1276575            39851
    7.3161273e+02          1371913            48056          1283999            39858
    7.3170547e+02          1346786            48038          1258942            39806
    7.3182181e+02          1357209            48052          1269291            39866
    7.3191517e+02          1364949            48052          1277042            39855
    7.3200873e+02          1372060            48054          1284141            39865
    7.3210240e+02          1379607            48066          1291672            39869
    7.3221943e+02          1388716            48057          1300802            39857
    7.3231291e+02          1358196            48034          1270317            39845
    7.3240625e+02          1377709            48060          1289782            39867
    7.3252276e+02          1387952            48055          1300031            39866
    7.3261589e+02          1395819            48060          1307903            39856
    7.3270905e+02          1403310            48063          1315389            39858
    7.3280231e+02          1411342            48068          1323414            39860
    7.3291915e+02          1378384            48049          1290471            39864
    7.3301293e+02          1386111            48058          1298204            39849
    7.3310697e+02          1395130            48066          1307196            39868
    7.3320125e+02          1402542            48069          1314621            39852
    7.3331939e+02          1411650            48073          1323723            39854
    7.3341401e+02          1418960            48053          1331044            39863
    7.3350863e+02          1386838            48046          1298918            39874
    7.3360321e+02          1394218            48078          1306283            39857
    7.3372133e+02          1415934            48064          1328012            39858
    7.3381579e+02          1423593            48055          1335687            39851
    7.3391020e+02          1431102            48081          1343171            39850
    7.3400466e+02          1438985            48056          1351069            39860
    7.3412290e+02          1405646            48067          1317723            39856
    7.3421769e+02          1414207            48062          1326268            39877
    7.3431269e+02          1423856            48061          1335934            39861
    7.3440791e+02          1431213            48072          1343276            39865
    7.3450332e+02          1438183            48080          1350237            39866
    7.3462280e+02          1401591            47936          1313919            39736
    7.3471849e+02          1409774            48059          1321849            39866
    7.3481424e+02          1429355            48070          1341420            39865
    7.3490999e+02          1437315            48058          1349403            39854
    7.3500573e+02          1445430            48053          1357520            39857
    7.3510145e+02          1453424            48066          1365494            39864
    7.3522112e+02          1414684            47934          1327007            39743
    7.3531691e+02          1423637            48062          1335710            39865
    7.3541281e+02          1433277            48066          1345332            39879
    7.3550885e+02          1440574            48061          1352649            39864
    7.3560507e+02          1447516            48057          1359591            39868
    7.3570149e+02          1455391            48061          1367459            39871
    7.3582232e+02          1416047            47940          1328382            39725
    7.3591896e+02          1436285            48068          1348360            39857
    7.3601532e+02          1444304            48066          1356363            39875
    7.3611145e+02          1452719            48058          1364803            39858
    7.3620738e+02          1460703            48066          1372773            39864
    7.3630317e+02          1467854            48063          1379929            39862
    7.3642271e+02          1430656            47941          1342965            39750
    7.3651822e+02          1439249            48052          1351332            39865
    7.3661364e+02          1447083            48063          1359150            39870
    7.3670896e+02          1454612            48057          1366680            39875
    7.3680416e+02          1462335            48071          1374391            39873
    7.3692299e+02          1484659            48070          1396737            39852
    7.3701790e+02          1437794            47941          1350120            39733
    7.3711264e+02          1446443            48068          1358511            39864
    7.3720722e+02          1454192            48080          1366246            39866
    7.3730166e+02          1462015            48059          1374097            39859
    7.3741955e+02          1474792            48069          1386861            39862
    7.3751372e+02          1482558            48069          1394628            39861
    7.3760779e+02          1435702            47942          1348029            39731
    7.3770176e+02          1443580            48056          1355654            39870
    7.3781912e+02          1454084            48073          1366132            39879
    7.3791294e+02          1474432            48059          1386511            39862
    7.3800669e+02          1483265            48072          1395332            39861
    7.3810037e+02          1491400            48061          1403481            39858
    7.3821728e+02          1448243            48021          1360391            39831
    7.3831064e+02          1458010            48064          1370076            39870
    7.3840382e+02          1467510            48058          1379588            39864
    7.3852003e+02          1476962            48063          1389024            39875
    7.3861281e+02          1484721            48064          1396789            39868
    7.3870544e+02          1492556            48065          1404639            39852
    7.3882105e+02          1459239            48038          1371361            39840
    7.3891342e+02          1468005            48053          1380065            39887
    7.3900571e+02          1475957            48052          1388047            39858
    7.3912098e+02          1485752            48058          1397829            39865
    7.3921315e+02          1495582            48082          1407643            39857
    7.3930527e+02          1504528            48051          1416611            39866
    7.3942034e+02          1458536            48044          1370618            39874
    7.3951231e+02          1466261            48075          1378323            39863
    7.3960421e+02          1474395            48079          1386449            39867
    7.3971897e+02          1496845            48072          1408914            39859
    7.3981069e+02          1504838            48072          1416904            39862
    7.3990232e+02          1512740            48066          1424821            39853
    7.4001675e+02          1470515            48059          1382590            39866
    7.4010822e+02          1480485            48065          1392566            39854
    7.4022250e+02          1489985            48060          1402058            39867
    7.4031388e+02          1497405            48058          1409489            39858
    7.4040523e+02          1505086            48062          1417168            39856
    7.4052510e+02          1466307            48017          1378462            39828
    7.4060437e+02          1473219            48051          1385282            39886
    7.4073492e+02          1484752            48054          1396825            39873
    7.4082205e+02          1492233            48071          1404280            39882
    7.4090950e+02          1502664            48056          1414725            39883
    7.4104054e+02          1513029            48057          1425100            39872
    7.4112784e+02          1520326            48058          1432386            39882
    7.4121565e+02          1527813            48059          1439868            39886
    7.4130262e+02          1547625            48075          1459664            39886
    7.4143354e+02          1559466            48049          1471532            39885
    7.4152107e+02          1566844            48077          1478887            39880
    7.4160930e+02          1472788            48023          1384943            39822
    7.4174113e+02          1486475            48053          1398548            39874
    7.4182947e+02          1493471            48050          1405560            39861
    7.4191704e+02          1500954            48062          1413016            39876
    7.4200396e+02          1508578            48043          1420661            39874
    7.4213669e+02          1533168            48059          1445233            39876
    7.4222490e+02          1541185            48043          1453259            39883
    7.4231246e+02          1549000            48060          1461068            39872
    7.4240128e+02          1557189            48054          1469260            39875
    7.4253359e+02          1570374            48065          1482437            39872
    7.4262051e+02          1577277            48055          1489350            39872
    7.4270888e+02          1478444            48017          1390622            39805
    7.4283989e+02          1502215            48050          1414296            39869
    7.4292745e+02          1510324            48040          1422402            39882
    7.4301593e+02          1518325            48060          1430388            39877
    7.4310412e+02          1525912            48053          1437993            39866
    7.4323737e+02          1540514            48057          1452588            39869
    7.4332603e+02          1548155            48056          1460218            39881
    7.4341293e+02          1555435            48063          1467508            39864
    7.4350047e+02          1563220            48057          1475292            39871
    7.4363211e+02          1587581            48058          1499658            39865
    7.4372028e+02          1595680            48056          1507752            39872
    7.4380781e+02          1488172            48019          1400339            39814
    7.4393991e+02          1502670            48060          1414738            39872
    7.4402891e+02          1510442            48062          1422514            39866
    7.4411580e+02          1518126            48059          1430189            39878
    7.4420397e+02          1525661            48050          1437737            39874
    7.4433622e+02          1549918            48061          1461987            39870
    7.4442610e+02          1558482            48060          1470537            39885
    7.4451363e+02          1566060            48066          1478124            39870
    7.4460363e+02          1576502            48059          1488577            39866
    7.4473395e+02          1589047            48064          1501112            39871
    7.4482083e+02          1596862            48061          1508937            39864
    7.4491008e+02          1487495            48018          1399651            39826
    7.4500015e+02          1508324            48052          1420394            39878
    7.4513049e+02          1520592            48057          1432654            39881
    7.4521737e+02          1528714            48048          1440803            39863
    7.4530753e+02          1540365            48061          1452431            39873
    7.4543915e+02          1552136            48050          1464222            39864
    7.4552605e+02          1560539            48044          1472612            39883
    7.4561358e+02          1581027            48057          1493096            39874
    7.4570175e+02          1590146            48050          1502227            39869
    7.4583664e+02          1603231            48069          1515297            39865
    7.4592483e+02          1611964            48067          1524026            39871
    7.4601521e+02          1500854            48020          1413011            39823
    7.4610339e+02          1509029            48049          1421113            39867
    7.4623376e+02          1521661            48048          1433748            39865
    7.4632066e+02          1542254            48046          1454337            39871
    7.4640886e+02          1551481            48053          1463554            39874
    7.4654116e+02          1564687            48057          1476761            39869
    7.4663156e+02          1576371            48059          1488420            39892
    7.4671913e+02          1584347            48058          1496421            39868
    7.4680604e+02          1592399            48061          1504457            39881
    7.4694055e+02          1618026            48061          1530087            39878
    7.4702877e+02          1627286            48061          1539344            39881
    7.4711588e+02          1510780            48012          1422948            39820
    7.4720346e+02          1520039            48045          1432122            39872
    7.4733737e+02          1535251            48050          1447328            39873
    7.4742431e+02          1543386            48049          1455465            39872
    7.4751189e+02          1552057            48036          1464143            39878
    7.4764293e+02          1578209            48041          1490296            39872
    7.4773373e+02          1587682            48039          1499787            39856
    7.4782067e+02          1596308            48046          1508405            39857
    7.4790825e+02          1607648            48036          1519747            39865
    7.4804056e+02          1620281            48037          1532373            39871
    7.4812751e+02          1629087            48038          1541187            39862
    7.4821509e+02          1524659            48010          1436834            39815
    7.4830269e+02          1534101            48046          1446193            39862
    7.4843376e+02          1547802            48060          1459867            39875
    7.4852199e+02          1558973            48057          1471048            39868
    7.4861022e+02          1567015            48052          1479090            39873
    7.4874128e+02          1580347            48049          1492420            39878
    7.4883160e+02          1601943            48037          1514042            39864
    7.4892197e+02          1611778            48048          1523862            39868
    7.4900956e+02          1620553            48036          1532643            39874
    7.4914062e+02          1636612            48048          1548690            39874
    7.4922820e+02          1644696            48048          1556777            39871
    7.4931578e+02          1527712            48014          1439871            39827
    7.4940665e+02          1549570            48041          1461668            39861
    7.4954092e+02          1564488            48056          1476555            39877
    7.4962915e+02          1573408            48052          1485490            39866
    7.4971609e+02          1585172            48043          1497257            39872
    7.4980430e+02          1593732            48048          1505815            39869
    7.4993882e+02          1607482            48040          1519577            39865
    7.5002640e+02          1629067            48038          1541162            39867
    7.5011461e+02          1638807            48021          1550933            39853
    7.5020219e+02          1648092            48038          1560184            39870
    7.5033258e+02          1664201            48044          1576266            39891
    7.5041949e+02          1546563            48010          1458735            39818
    7.5050706e+02          1555879            48051          1467961            39867
    7.5064106e+02          1583153            48049          1495211            39893
    7.5072797e+02          1592789            48057          1504865            39867
    7.5081554e+02          1602904            48045          1514975            39884
    7.5090245e+02          1613906            48057          1525983            39866
    7.5103679e+02          1627744            48036          1539835            39873
    7.5112371e+02          1649339            48048          1561406            39885
    7.5121062e+02          1659417            48037          1571506            39874
    7.5134162e+02          1673452            48043          1585542            39867
    7.5142917e+02          1685756            48040          1597842            39874
    7.5151672e+02          1569830            48013          1481990            39827
    7.5160801e+02          1579556            48040          1491646            39870
    7.5174307e+02          1607381            48046          1519450            39885
    7.5183062e+02          1617386            48053          1529457            39876
    7.5191752e+02          1627038            48038          1539140            39860
    7.5200507e+02          1639386            48045          1551460            39881
    7.5213925e+02          1653627            48039          1565714            39874
    7.5222680e+02          1675332            48069          1587404            39859
    7.5231770e+02          1686245            48052          1598311            39882
    7.5240525e+02          1696239            48042          1608317            39880
    7.5254020e+02          1714538            48055          1626607            39876
    7.5262774e+02          1590600            48026          1502730            39844
    7.5271529e+02          1600482            48046          1512567            39869
    7.5280220e+02          1622937            48055          1534994            39888
    7.5293255e+02          1638941            48058          1551005            39878
    7.5302356e+02          1649988            48055          1562055            39878
    7.5311458e+02          1662287            48066          1574344            39877
    7.5320623e+02          1672292            48058          1584358            39876
    7.5333788e+02          1700191            48051          1612265            39875
    7.5343300e+02          1712163            48059          1624222            39882
    7.5352582e+02          1722768            48056          1634835            39877
    7.5362172e+02          1736216            48047          1648298            39871
    7.5371707e+02          1609828            47936          1522154            39738
    7.5380398e+02          1620332            48042          1532429            39861
    7.5393500e+02          1648511            48064          1560569            39878
    7.5402191e+02          1658274            48069          1570324            39881
    7.5411061e+02          1670951            48066          1583001            39884
    7.5424508e+02          1686638            48060          1598693            39885
    7.5433674e+02          1697655            48051          1609736            39868
    7.5442430e+02          1720854            48048          1632925            39881
    7.5451658e+02          1732287            48050          1644363            39874
    7.5461171e+02          1744715            48060          1656774            39881
    7.5470738e+02          1757481            48050          1669554            39877
    7.5484308e+02          1635279            47944          1547612            39723
    7.5493526e+02          1659017            48034          1571130            39853
    7.5502218e+02          1670264            48071          1582317            39876
    7.5510910e+02          1681030            48060          1593100            39870
    7.5524076e+02          1698623            48056          1610676            39891
    7.5532768e+02          1708903            48068          1620960            39875
    7.5541524e+02          1731816            48057          1643899            39860
    7.5550280e+02          1742893            48065          1654958            39870
    7.5563383e+02          1759790            48064          1671852            39874
    7.5572538e+02          1772572            48061          1684647            39864
    7.5581295e+02          1783331            48062          1695410            39859
    7.5590051e+02          1806221            48055          1718284            39882
    7.5603217e+02          1686061            48028          1598169            39864
    7.5612383e+02          1697535            48062          1609599            39874
    7.5621075e+02          1710151            48066          1622219            39866
    7.5634587e+02          1726547            48080          1638595            39872
    7.5643343e+02          1749888            48055          1661954            39879
    7.5652562e+02          1762070            48064          1674135            39871
    7.5661318e+02          1773139            48076          1685189            39874
    7.5670484e+02          1786793            48055          1698863            39875
    7.5683521e+02          1802455            48068          1714522            39865
    7.5692716e+02          1826666            48070          1738702            39894
    7.5701472e+02          1837961            48057          1750025            39879
    7.5710163e+02          1708002            48012          1620135            39855
    7.5723726e+02          1727251            48050          1639330            39871
    7.5732416e+02          1737617            48066          1649683            39868
    7.5741170e+02          1761265            48072          1673317            39876
    7.5754270e+02          1778590            48056          1690650            39884
    7.5763087e+02          1791683            48070          1703738            39875
    7.5771953e+02          1802894            48056          1714981            39857
    7.5780707e+02          1813424            48058          1725492            39874
    7.5793871e+02          1843008            48064          1755072            39872
    7.5803023e+02          1854906            48065          1766968            39873
    7.5811777e+02          1868623            48069          1780670            39884
    7.5820466e+02          1735171            48019          1647307            39845
    7.5833910e+02          1764080            48083          1676128            39869
    7.5843071e+02          1776882            48046          1688957            39879
    7.5852235e+02          1788698            48036          1700788            39874
    7.5860989e+02          1802554            48047          1714629            39878
    7.5874086e+02          1818161            48066          1730217            39878
    7.5882839e+02          1841481            48043          1753586            39852
    7.5891938e+02          1853857            48047          1765946            39864
    7.5901087e+02          1865047            48042          1777138            39867
    7.5910300e+02          1879672            48033          1791765            39874
    7.5923857e+02          1896166            48053          1808238            39875
    7.5933005e+02          1771574            48008          1683729            39837
    7.5941873e+02          1783553            48035          1695656            39862
    7.5950561e+02          1795562            48048          1707636            39878
    7.5963592e+02          1813777            48040          1725862            39875
    7.5972345e+02          1825393            48052          1737471            39870
    7.5981534e+02          1850128            48051          1762211            39866
    7.5990695e+02          1862602            48060          1774693            39849
    7.6003856e+02          1882369            48061          1794444            39864
    7.6012672e+02          1893218            48038          1805321            39859
    7.6022368e+02          1917865            48044          1829963            39858
    7.6032001e+02          1931360            48035          1843457            39868
    7.6041333e+02          1787804            47940          1700143            39721
    7.6050022e+02          1801904            48021          1714023            39860
    7.6063238e+02          1818564            48046          1730643            39875
    7.6071927e+02          1842495            48056          1754584            39855
    7.6080681e+02          1854700            48037          1766789            39874
    7.6094178e+02          1875209            48045          1787298            39866
    7.6103370e+02          1886633            48069          1798717            39847
    7.6112125e+02          1898538            48060          1810629            39849
    7.6120943e+02          1922751            48046          1834839            39866
    7.6130170e+02          1934917            48036          1847031            39850
    7.6144634e+02          1956505            48032          1868615            39858
    7.6154041e+02          1808546            47940          1720886            39720
    7.6162733e+02          1832445            48018          1744569            39858
    7.6171607e+02          1844984            48055          1757072            39857
    7.6180298e+02          1857359            48049          1769439            39871
    7.6193399e+02          1876256            48031          1788347            39878
    7.6202090e+02          1887786            48042          1799868            39876
    7.6211253e+02          1912610            48062          1824679            39869
    7.6220472e+02          1925033            48054          1837116            39863
    7.6233637e+02          1945921            48045          1858009            39867
    7.6242855e+02          1957811            48038          1869919            39854
    7.6252554e+02          1983452            48049          1895546            39857
    7.6262180e+02          1996586            48049          1908677            39860
    7.6271056e+02          1847898            48016          1760046            39836
    7.6284279e+02          1865886            48062          1777951            39873
    7.6293099e+02          1889850            48054          1801915            39881
    7.6301920e+02          1902795            48051          1814872            39872
    7.6310611e+02          1914228            48052          1826291            39885
    7.6323712e+02          1934574            48064          1846633            39877
    7.6332404e+02          1946065            48052          1858143            39870
    7.6341160e+02          1970460            48044          1882541            39875
    7.6354260e+02          1988501            48055          1900564            39882
    7.6363136e+02          2003367            48057          1915444            39866
    7.6372076e+02          2015080            48077          1927121            39882
    7.6380831e+02          1877479            48040          1789623            39816
    7.6393932e+02          1896246            48058          1808317            39871
    7.6402623e+02          1910455            48055          1822528            39872
    7.6411313e+02          1922523            48053          1834600            39870
    7.6420068e+02          1934540            48066          1846604            39870
    7.6433102e+02          1965317            48056          1877370            39891
    7.6441792e+02          1977269            48068          1889303            39898
    7.6450944e+02          1991959            48059          1904019            39881
    7.6464162e+02          2010022            48064          1922078            39880
    7.6472852e+02          2034971            48055          1947055            39861
    7.6481670e+02          2047201            48061          1959273            39867
    7.6490359e+02          1900499            48038          1812625            39836
    7.6503391e+02          1917915            48048          1829991            39876
    7.6512079e+02          1942298            48058          1854377            39863
    7.6520896e+02          1955270            48051          1867354            39865
    7.6534055e+02          1976268            48058          1888340            39870
    7.6542736e+02          1987597            48054          1899654            39889
    7.6551424e+02          2011553            48069          1923617            39867
    7.6560112e+02          2024613            48054          1936686            39873
    7.6573273e+02          2044489            48063          1956563            39863
    7.6581961e+02          2057222            48057          1969286            39879
    7.6590649e+02          2069192            48049          1981267            39876
    7.6603744e+02          1932457            48030          1844566            39861
    7.6612431e+02          1945002            48057          1857076            39869
    7.6621183e+02          1959440            48056          1871516            39868
    7.6634214e+02          1977666            48048          1889755            39863
    7.6642900e+02          2002434            48058          1914514            39862
    7.6651998e+02          2015322            48045          1927404            39873
    7.6660750e+02          2031307            48071          1943362            39874
    7.6673961e+02          2048914            48062          1960987            39865
    7.6682712e+02          2073951            48059          1986013            39879
    7.6691463e+02          2086416            48060          1998496            39860
    7.6700150e+02          2101072            48052          2013162            39858
    7.6713180e+02          1950738            48037          1862843            39858
    7.6721867e+02          1975566            48061          1887626            39879
    7.6730553e+02          1988434            48068          1900501            39865
    7.6743647e+02          2009679            48053          1921763            39863
    7.6752334e+02          2021323            48063          1933383            39877
    7.6761021e+02          2045658            48048          1957732            39878
    7.6774051e+02          2064794            48055          1976882            39857
    7.6782738e+02          2079364            48058          1991437            39869
    7.6791424e+02          2091163            48061          2003235            39867
    7.6800111e+02          2103501            48047          2015576            39878
    7.6813141e+02          1963200            47925          1875558            39717
    7.6821827e+02          1976920            48036          1889034            39850
    7.6831042e+02          1991551            48055          1903633            39863
    7.6844138e+02          2022371            48063          1934432            39876
    7.6853288e+02          2035955            48052          1948043            39860
    7.6861976e+02          2048857            48067          1960929            39861
    7.6870664e+02          2062652            48055          1974721            39876
    7.6882847e+02          2091096            48048          2003179            39869
    7.6891600e+02          2104850            48066          2016929            39855
    7.6900288e+02          2117427            48065          2029481            39881
    7.6913448e+02          2138366            48052          2050454            39860
    7.6922136e+02          1977086            47942          1889424            39720
    7.6931287e+02          2002847            48038          1914957            39852
    7.6940450e+02          2015581            48062          1927643            39876
    7.6950012e+02          2031914            48061          1943970            39883
